Temperature,Vibration,Power_Usage,Humidity,Machine_Type,Failure_Risk
65.53566385,49.15928091,10.19613508,34.74797286,Lathe,0
71.94089993,47.63954711,12.59174356,29.70292409,Mill,0
80.7363175,40.10350095,8.562335225,39.27751657,Mill,0
59.73484701,53.73955128,11.49001063,31.12117372,Lathe,0
71.32969674,44.63628487,9.610605408,28.26786747,Drill,0
62.99879185,51.19623432,9.871623646,21.9421632,Lathe,0
81.95046629,60.37041335,10.18350497,28.6867024,Drill,1
54.76813095,45.40307704,10.50448079,28.31806527,Drill,0
64.41078153,37.34856239,9.767541914,34.80152398,Mill,0
73.77211875,48.56997889,10.42942637,32.31241812,Lathe,1
85.65524029,55.50479817,13.15623612,24.10315439,Mill,0
69.34249739,59.79173727,11.97089937,30.86127193,Mill,0
64.44800473,43.85225203,11.73830918,33.35765586,Drill,0
88.81157069,52.48349612,9.088920948,37.6401568,Mill,1
55.519861,47.67344772,8.221518344,34.43751984,Lathe,1
48.01194043,49.47025823,11.91060112,33.80423327,Mill,0
74.4001445,63.22171674,11.75209359,30.30042997,Mill,0
64.97945776,42.48514836,12.94534135,31.94156003,Drill,0
59.78767183,51.26869831,8.792038748,36.2475245,Lathe,1
77.08356447,52.33846586,9.540902689,23.33611301,Mill,0
72.43800714,55.42893162,6.721031675,28.25280336,Drill,0
64.35921369,50.48991577,9.215057788,26.13715626,Mill,0
57.19695601,51.5402527,11.99314102,31.89576559,Lathe,0
78.72457328,48.04175716,9.067009242,36.15111088,Mill,0
76.50201178,51.34563471,11.28095959,27.01512857,Mill,0
69.00824136,48.28403862,9.618993788,18.04847816,Drill,1
88.46636996,53.10785945,10.64811406,27.93889627,Mill,0
59.29915234,48.15194832,7.70461722,34.56736866,Drill,0
54.74474829,51.88550197,10.1704189,32.68814951,Lathe,0
63.0809193,49.85368593,4.017728058,32.14093124,Mill,0
69.54413984,55.63025125,9.626207684,28.60003349,Lathe,0
72.43339449,49.74303138,6.739053513,23.60484632,Lathe,0
67.58763942,41.13483766,12.41198903,32.57647161,Mill,0
73.52055397,56.3096075,11.55481471,25.82859095,Drill,1
57.48460576,45.4713385,10.93334196,40.92048367,Lathe,0
84.43764604,46.73116831,13.04201245,32.85253604,Lathe,0
69.17848822,47.02169353,8.102166958,27.09675849,Mill,0
81.17295832,56.87219047,13.4947264,26.94307376,Mill,0
73.42725346,39.32162893,11.86438313,29.53527897,Mill,0
74.56753219,65.68874267,9.526889426,28.80249039,Mill,1
75.6976728,55.28028405,12.27124029,35.58416888,Mill,0
74.4770856,51.11619457,7.787412975,30.93208085,Mill,0
76.4272276,49.72553,8.350971677,26.34184131,Drill,0
83.2915253,51.42777037,8.782820554,39.45220343,Lathe,1
71.9652117,52.60561214,8.942044584,30.24654166,Drill,0
77.09003758,53.22607793,7.886884714,33.84419838,Drill,1
69.10264306,52.77802233,12.44616613,26.95886746,Mill,0
84.40117215,50.44790341,9.482291199,31.81557814,Lathe,0
63.23607698,49.0133079,10.70500994,31.55554996,Drill,0
88.00940433,49.24363358,8.859297267,20.55175354,Mill,0
69.59842049,49.0254586,6.358793399,40.07637555,Mill,0
55.69224898,55.66885048,10.54011472,36.4532223,Lathe,0
71.28104415,52.96778361,6.175490049,28.01402342,Drill,0
63.18948343,35.29805683,9.862731908,24.4886513,Drill,1
78.40643549,53.27950388,7.263369922,31.73780807,Drill,1
63.47376021,50.97368097,13.974552,30.4334885,Mill,0
65.53816567,49.90645622,11.82272544,31.77834474,Lathe,0
51.10459269,48.05740773,10.21150758,30.95788698,Lathe,0
65.47693681,55.6205636,12.52741336,32.53120495,Drill,0
45.76120673,54.73763231,8.307368045,37.2365285,Mill,0
54.16097177,46.13561166,11.08695876,32.84051603,Drill,0
77.60414656,52.03526144,10.39962087,24.75172251,Lathe,0
77.85800159,45.14171633,10.52804016,36.81281426,Mill,0
74.25457562,43.10190918,12.544707,38.20307282,Drill,0
60.33023857,46.86641388,11.46498421,45.76028367,Drill,1
69.52288644,54.31196736,10.57744733,24.38252983,Mill,1
69.96397461,54.76562523,6.690225128,31.21441007,Lathe,1
58.41635311,52.5654271,8.079907409,19.58950648,Mill,0
85.03398302,53.62547893,9.754582133,32.76574578,Drill,0
78.77362291,52.58089144,10.18674475,27.25899851,Drill,0
67.79035826,46.79259202,7.739592551,39.61722897,Drill,0
70.26885839,52.15961272,14.82335335,26.12692515,Drill,0
72.08382808,54.00204763,13.03278811,21.55408481,Lathe,0
49.58265132,53.77145665,11.20423664,27.6436813,Lathe,0
67.52822617,55.94456686,10.14407372,20.12256114,Drill,1
63.18015752,53.54151924,9.57558206,33.75549727,Lathe,0
59.9837999,51.75724104,8.09616308,19.67458477,Lathe,1
67.18899707,55.35075119,10.15496104,30.14228791,Lathe,1
87.97686527,49.8673937,10.51550508,19.6109409,Drill,0
76.40842861,45.59062674,7.516478849,28.39851098,Mill,0
64.2882101,49.18466518,10.66835283,38.21689078,Mill,1
75.72582781,46.27548678,9.689481902,31.80323946,Mill,0
