id,titulo,año,duracion (min),pais,direccion,guion,musica,fotografia,productora,reparto,genero,sinopsis,nota,votaciones,web
139251.0,Yellowstone,2009.0,150.0,Reino Unido,['BBC Natural History Unit (Creator)'],['NA'],['Edmund Butt'],"['John Shier', 'Paul Stewart', 'John Aitchison', 'Stephen de Vere', 'Jeff Hogan', 'Shane Moore']",['BBC'],['Documentary'],"[['Serie de TV'], ['Documental']]","Miniserie de TV. 3 episodios. A través documental se lleva al espectador a uno de los escenarios naturales más impresionantes de norteamérica, el Yellowstone National Park, uno de los lugares pocas veces mostrado en televisión y que oculta un  impresionante volcán. Rodado a lo largo de un año, se documentan tambien las relaciones entre las especies que conviven allí. Praderas, bosques, lagos hirvientes, paisajes verdaderamente deslumbrantes y misteriosos que pocas veces son vistos en televisión. (FILMAFFINITY)","7,8",439.0,https://www.filmaffinity.com/es/film139251.html
777909.0,Yellowstone (TV Series),2018.0,,Estados Unidos,['Taylor Sheridan (Creator)'],['Taylor Sheridan'],['NA'],['Ben Richardson'],['Linson Entertainment. Distribuida por Paramount Network [USA]'],"['Kevin Costner', 'Kelsey Chow', 'Kelly Reilly', 'Wes Bentley', 'Gil Birmingham', 'Cole Hauser', 'Ian Bohen', 'Luke Grimes', 'Michael Nouri', 'Wendy Moniz', 'Dave Annable', 'Geno Segers', 'Golden Brooks', 'Jeremiah Bitsui', 'Jefferson White', 'Austin R. Grant', 'Mason D. Davis', 'Atticus Todd', 'J.R. Cacia', 'Denim Richards', 'Christopher May', 'David Cleveland Brown', 'Michael Todd Behrens', 'Dakota Love', 'Heather Hemmens']","[['Serie de TV'], ['Drama']]","Serie de TV de 10 episodios. John Dutton (Costner) es el propietario del rancho más grande de Estados Unidos. Él y sus hijos entablarán una lucha sin cuartel contra una reserva india y contra el Gobierno federal de Estados Unidos que intenta expandir el parque nacional contiguo a la propiedad de los Dutton. 

Estreno en USA: 20 de junio de 2018.",,,https://www.filmaffinity.com/es/film777909.html
706455.0,Yellowstone: Wildest Winter to Blazing Summer,2017.0,180.0,Reino Unido,"['Susanna Handslip', 'Rowan Musgrave']",['NA'],['NA'],"['Scott Tibbles', 'David Wickham', 'Charlie Hamilton James', 'Ian Llewellyn', 'Brad Orsted', 'John Shier', 'Jo Charlesworth']",['BBC Earth'],"['Documentary', 'Kate Humble', 'Patrick Aryee']",[['Documental']],"Miniserie de TV. 3 Episodios. Yellowstone es el hogar de algunos de los animales más icónicos de Norteamérica, como el oso grizzly, el lobo, el cárabo lapón, el castor o el bisonte, que cada año tienen que sobrevivir a un clima extremo cuando el deshielo transforma este tierra salvaje montañosa cubierta de nieve en un paraje abrasado por el sol. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film706455.html
200105.0,Yema,2012.0,90.0,Argelia,['Djamila Sahraoui'],['NA'],['NA'],['NA'],['Coproducción Argelia-Francia; Neon Productions'],"['Djamila Sahraoui', 'Samir Yahia', 'Ali Zarif']",[['Drama']],"Una pequeña casa abandonada, aislada en el campo argelino. Ouardia enterró a su hijo Tarik, militar, tal vez asesinado por su propio hermano Ali, líder de un maquis islamistas. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film200105.html
903266.0,Yen Yen (S),2014.0,12.0,Taiwán,['Chunni Lin'],['Chunni Lin'],['Yu Jun Wang'],['Ming Wang'],['NA'],"['Kuei Chung Chen', 'Russy Ing', 'Alulu Kuo', 'Kuan-Fu Lin', 'Wei Shan Yu']","[['Drama'], ['Fantástico']]","La frontera entre la realidad subjetiva y objetiva, aunque única (el agua siempre es agua, el aire siempre es aire), cambia constantemente. La historia empieza aquí - en esta superficie cambiante entre la realidad y la ficción. Exploradores de Panacea buscan respuestas. ¿Pero existen realmente?",,,https://www.filmaffinity.com/es/film903266.html
989753.0,Comin' at Ya!,1981.0,91.0,Italia,['Ferdinando Baldi'],"['Wolf Lowenthal', 'Lloyd Battista', 'Gene Quintano (Historia: Tony Anthony)']",['Carlo Savina'],['Fernando Arribas'],['Coproducción Italia-España-Estados Unidos; C.A.U. Productions / Universum Film (UFA)'],"['Tony Anthony', 'Gene Quintano', 'Victoria Abril', 'Ricardo Palacios', 'Lewis Gordon', 'Luis Barboo', 'Charly Bravo']","[['Western'], ['Comedia']]","H.H.Hart, un ladrón de bancos, pierde a su esposa a manos de unos raptores el mismo día de la boda. Seguidamente, ella es ofrecida como prostituta por el villano Pike. H.H.Hart lucha a contrarreloj para encontrar a su esposa, con la ayuda de un cura irlandés. La película incorpora varios efectos de 3D. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film989753.html
848974.0,Yenendi: les hommes qui font la pluie (S),1951.0,25.0,Francia,['Jean Rouch'],['Jean Rouch'],['NA'],['NA'],['NA'],['Documentary'],[['Documental']],"El ""yenendi"" es la ceremonia anual en la cual los Songhay de Níger imploran a los dioses que les proporcionen la lluvia necesaria para que germinen los cultivos. Un día concreto de la estación seca, al sonido de un violín una mujer danza hasta entrar en trance, momento en el que el dios de la lluvia se encarna en su cuerpo. Después se escenifica un simulacro de tormenta entre el Cielo y la Tierra y se lleva a cabo el sacrificio de un animal. La danza de la gruya mensajera cierra el ritual. Rouch nos muestra el desarrollo de este ritual -las danzas, las posesiones- que traerá nubes cargadas de lluvia siete meses más tarde. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film848974.html
560587.0,Yeni Dünya,2015.0,,Turquía,['Caner Erzincan'],['Caner Erzincan'],['Can Erzincan'],['Muratcan Gokce'],['FG Digital'],"['Erkan Petekkaya', 'Sükran Ovali', 'Volga Sorgu', 'Cenan Çamyurdu', 'Soner Erzincan', 'Sinem Ariman', 'Sennur Togaylar', 'Yunus Erdem', 'Bahar Turker']",[['Drama']],,,,https://www.filmaffinity.com/es/film560587.html
722751.0,Cuoc doi cua Yen,2016.0,107.0,Vietnam,['Dinh Tuan Vu'],['Ho Hai Quynh'],['Le Cat Trong Ly'],['Vu Quoc Tuan'],['Vietnam Feature Film Studio'],"['Do Thuy Hang', 'Hoang Lam Tung', 'Nguyen Kim Anh', 'Le Minh Huong', 'Vissay Lamou']",[['Drama']],Yen fue casada por sus padres cuando tenía 10 años. Desde entonces su suerte ha estado ligada a la familia de su marido.,,,https://www.filmaffinity.com/es/film722751.html
456848.0,Yentl,1983.0,130.0,Estados Unidos,['Barbra Streisand'],"['Barbra Streisand', 'Jack Rosenthal (Historia: Isaac Bashevis Singer)']","['Michel Legrand', 'Alan Bergman', 'Marilyn Bergman']",['David Watkin'],['Ladbroke / Barwood Films / United Artists'],"['Barbra Streisand', 'Mandy Patinkin', 'Amy Irving', 'Nehemiah Persoff', 'Steven Hill', 'Allan Corduner', 'Miriam Margolyes', 'Ruth Goring', 'David de Keyser']","[['Musical'], ['Drama'], ['Romance']]","En un pueblo de la Europa Oriental de principios del siglo XX, la joven judía Yentl Mendel (Streisand), hija de un rabino viudo que enseña el Talmud a los jóvenes locales, se hace pasar por varón para estudiar en una escuela reservada para hombres. Pero los problemas aparecerán cuando se enamora de otro estudiante, Avigdor (Mandy Patinkin), que no sabe que es una mujer. (FILMAFFINITY)","6,4",3.1860000000000004,https://www.filmaffinity.com/es/film456848.html
878125.0,"Yenú Kade, cristiano bueno",2015.0,66.0,Argentina,['Alberto Masliah'],"['Alberto Masliah', 'Hernán Alvarenga']",['Mariano Fernández'],['Alejandro Reynoso'],['Sombracine Srl / INCAA'],['Documentary'],[['Documental']],"El documental narra el encuentro producido entre dos pueblos perseguidos en su tierra originaria que se vieron forzados a convivir en un mismo suelo, y deciden en contra de todo preconcepto colaborar para sobrevivir. 
Esta relación de poco más de 20 años entre los distintos grupos tehuelches y los galeses llegados a la Patagonia en 1865, es interrumpida sangrientamente por el ejército, pero ha perdurado en la memoria de estos pueblos, que con distinta suerte hoy luchan por preservar su identidad. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film878125.html
420031.0,Yeong-jaui jeonseong shidae,1975.0,103.0,Corea del Sur,['Kim Ho-sun'],['Jo Seon-jak'],['NA'],['NA'],['Taechang Productions'],"['Song Jae-ho', 'Yeom Bok-sun', 'Choi Bool-am', 'Do Geum-bong', 'Lee Sun-jae', 'Kim Ki-jong', 'Kim Seung-nam', 'Kim Ki-beom', 'Baek Song', 'Lim Hae-rim']",[['Drama']],,,,https://www.filmaffinity.com/es/film420031.html
533181.0,Yeonsangun,1961.0,133.0,Corea del Sur,['Shin Sang-ok'],['Lim Hee-jae'],['Jeong Yun-ju'],"['Bae Seong-hak', 'Jeong Hae-jun']",['Shin Films'],"['Shin Sung-il', 'Kim Dong-won', 'Shin Yeong-gyun', 'Ju Jeung-nyeo', 'Han Eun-jin']",[['Drama']],,,,https://www.filmaffinity.com/es/film533181.html
277501.0,Yepeto,1999.0,107.0,Argentina,['Eduardo Calcagno'],"['Eduardo Calcagno', 'Roberto Cossa']",['Mariano Nuñez West'],"['Roberto Mateo', 'Andrés Mazzon']",['Calcagno Porducciones'],"['Ulises Dumont', 'Nicolás Cabré', 'Malena Figo', 'Alejandra Flechner', 'Villanueva Cosse', 'Pepe Novoa', 'Rubén Szuchmacher', 'Margara Alonso', 'Max Berliner']",[['Drama']],"La relación entre un viejo escritor y profesor de literatura, y un joven atleta llamado Antonio. Entre ambos una mujer, Cecilia, novia de Antonio y alumna del profesor en la Facultad. Éste parece no haber notado que la chica lo mira como a algo más que a un simple docente. Es el muchacho, en su desesperado atropello, el que viene a abrirle los ojos al rival, provocando precisamente aquello que quería evitar. (FILMAFFINITY)","6,2",52.0,https://www.filmaffinity.com/es/film277501.html
245518.0,Yer demir gök bakir,1987.0,94.0,Turquía,['Zülfü Livaneli'],['Zülfü Livaneli (Novela: Yasar Kemal)'],['Zülfü Livaneli'],['Jürgen Jürges'],"['Coproducción Turquía-Alemania del Oeste (RFA); Interfilm / Interfilm Media', 'Entertainment / Road Movies Filmproduktion']","['Rutkay Aziz', 'Yavuzer Çetinkaya', 'Macide Tanir', 'Gürel Yontan', 'Ugur Esen', 'Hülya Güler', 'Serap Aksoy', 'Ingeborg Carsters', 'Tuncay Akça', 'Melih Çardak', 'Eray Özbal', 'Dilek Damlacik', 'Peter Schulze', 'Yasemin Alkaya', 'Hülya Alakus', 'Mustafa Gülçen', 'Sonay Konat', 'Emos Yilmaz', 'Dursun Coskun', 'Yudum Yontan', 'Ali Haydar Cenan', 'Hasan Uludag', 'Hasim Bal', 'Kazim Özgül', 'Hediye Yildirim', 'Naciye Findik', 'Mustafa Güler', 'Mehmet Güler', 'Cemal Biçer', 'Suat Kurt', 'Hasan Findik', 'Özkan Kiliç', 'Necla Findik', 'Köksal Aslan', 'Sari Sahbaz']",[['Drama']],"A pesar de la hostilidad del alcalde, los aldeanos de Anatolia consideran como un santo al hombre que los defiende contra un acreedor de la ciudad.",,,https://www.filmaffinity.com/es/film245518.html
195049.0,Yeralti,2012.0,107.0,Turquía,['Zeki Demirkubuz'],['Zeki Demirkubuz (Novela: Fyodor Dostoevsky)'],['NA'],['Turksoy Golebeyi'],['NA'],"['Engin Günaydin', 'Serhat Tutumluer', 'Nihal Yalcin', 'Sarp Apak', 'Murat Cemcir', 'Serkan Keskin', 'Feridun Koc', 'Sirri Süreyya Önder', 'Nergis Öztürk']",[['Drama']],"Adaptación de la novela ""Notes from Underground"" de Dostoievsky que narra la vida y pensamientos oscuros de Muharrem, que asiste a una fiesta a la que no es bienvenido. Como resultado, al hombre le espera un gran disgusto. (FILMAFFINITY)","6,3",25.0,https://www.filmaffinity.com/es/film195049.html
465686.0,Yerba mala,2014.0,,México,"['Javier Solar', 'Carlos Sariñana']",['Carolina Rivera'],['NA'],['Dariela Ludlow'],['Corazón Films'],"['Aislinn Derbez', 'Christian Vazquez', 'Guillermo Iván', 'Antonio Gaona', 'Alejandro Calva', 'Ari Brickman', 'Marianna Burelli']","[['Drama'], ['Romance']]","Yerba Mala es una historia de amor entre dos personajes de distintos estratos sociales; una historia de amor épico y a la vez trágico, dentro de un marco histórico importantísimo en el país. 

Jesús Andrade (Christian Vázquez), un joven bandolero, ha decidido asaltar una diligencia. En el momento del robo se percata que aquella es una de las tantas diligencias del gobernador Francisco Carreño (Alejandro Calva) y sin darle la importancia suficiente, continúa con el robo.

Jesús y su banda, conformada por Fermín (Guillermo Ivan Dueñas) un hombre serio de responsabilidad absoluta para los suyos, Chimuelo (Pascacio López) un joven que bromea con la vida, cuyo valor principal es la honestidad, y algunos más, llevan a cabo el robo que comenzará la una búsqueda implacable en contra de Jesús.(FILMAFFINITY)",,,https://www.filmaffinity.com/es/film465686.html
511375.0,¡Yerba sangrienta!,1986.0,85.0,México,['Ismael Rodríguez'],"['Ismael Rodríguez', 'Jorge Manrique']",['Ernesto Cortázar Jr.'],['Fernando Colín'],['Películas Rodríguez'],"['Álvaro Zermeño', 'Juan Valentín', 'Rosenda Bernal', 'Noé Murayama', 'Rubi Re', 'Arturo Martínez', 'Rubén Rojo', 'Gerardo Zepeda', 'Rosita Bouchot', 'Queta Carrasco', ""Manuel Tamés 'Regulo'"", 'Cuitlahuac Rodríguez', 'Martha Elena Cervantes', 'Ramón Aguilar', 'Jaime Puga', 'Gerardo Manzano', 'María José Garrido', 'Jorge Saldaña']",[['Drama']],"El vicio, la violencia y la muerte van de la mano en un campo donde se siembra marihuana. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film511375.html
385533.0,Yerbabuena (S),2016.0,13.0,España,['Estefanía Cortés'],['Estefanía Cortés'],['NA'],['Luis Ángel Pérez'],['Montreux Entertaiment'],"['Ingrid Rubio', 'Olivia Delcán']",[['Drama']],"Julia, una introvertida joven acude a la consulta de Maia, donde reaparecerán recuerdos que parecían dormidos para siempre. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film385533.html
420224.0,Yerma,1998.0,106.0,España,['Pilar Távora'],['Pilar Távora (Obra: Federico García Lorca)'],"['Vicente Sanchís', 'Vicente Sánchez']",['Acacio de Almeida'],['Artimagen Producciones'],"['Aitana Sánchez-Gijón', 'Juan Diego', 'Irene Papas', 'Jesús Cabrero', 'Mercedes Bernal', 'María Galiana']",[['Drama']],"Yerma desea un hijo. Para ella el hecho de ser madre es un ideal del amor, es su liberación y una forma de vencer a la muerte. Cree necesario el ardor en el amor de Juan, su marido, como condición para concebir, y así Yerma acusa a éste, y a su falta de pasión, de ser culpables de su infertilidad. Sólo su sentido de la casta y la honra impiden que se entregue a Víctor, hombre con el que está segura podría tener ese hijo tan anhelado. Yerma es una idealista que se rebela ante lo que considera un destino injusto, la protagonista de una historia adversa que se rebela contra lo establecido y contra el mismo Dios, prefiriendo ser protagonista de su propio destino antes de ser víctima pasiva de éste. (FILMAFFINITY)","5,3",789.0,https://www.filmaffinity.com/es/film420224.html
694396.0,Yerma,1984.0,107.0,Hungría,"['Imre Gyöngyössy', 'Barna Kabay']","['Imre Gyöngyössy', 'Barna Kabay', 'Katalin Petényi (Obra: Federico García Lorca)']",['NA'],['Gábor Szabó'],['Coproducción Hungría-RFA'],"['Iván Angelusz', 'Olga Antal', 'Péter Blaskó', 'Juli Básti']",[['Drama']],,,,https://www.filmaffinity.com/es/film694396.html
476441.0,Yerma: Barren,2017.0,89.0,España,['Emilio Ruiz Barrachina'],"['Nicholas Aikin', 'Tirso Calero', 'Emilio Ruiz Barrachina (Obra: Federico García Lorca)']",['Fausto Taranto'],['Juanma Postigo'],['Coproducción España-Reino Unido; Dark Steel Entertainment'],"['Rebecca Grant', 'Miriam Díaz-Aroca', 'Mundy Rieu Jr.', 'Susan Brickell', 'Francesc Pagès', 'Maria Ivanova', 'Christina K. Pascual', 'Yvonne Reyes', 'Jon Arias']","[['Drama'], ['Romance']]","Eva Stone es una mujer de fuertes convicciones conservadoras. Está casada con John, un político británico y hombre de negocios de origen español que no puede tener hijos. Para Eva la vida no tiene sentido si no es madre. Una compañía de teatro española está en Londres representando ""Yerma"", la obra de Federico García Lorca. El director, Víctor, es amigo de Eva y de su marido. Una nueva pasión nace entre Eva y Víctor. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film476441.html
196271.0,Yerma (TV),1978.0,,Italia,['Marco Ferreri'],['Marco Ferreri (Obra: Federico García Lorca)'],['NA'],['NA'],['RAI Radiotelevisione Italiana'],"['Edmonda Aldini', 'Franco Citti', ""Valeria D'Obici"", 'Sara Di Nepi', 'Anna Melato', 'Nerina Montagnani', 'Maria Monti', 'Daniele Pagani', 'Bruno Pagni', 'Daniela Piperno', 'Michele Placido', 'Anna Recchimuzzi', 'Yanti Somer', 'Luciana Turina']",[['Drama']],,,,https://www.filmaffinity.com/es/film196271.html
935786.0,Yertle the Turtle and Other Stories,1992.0,,Estados Unidos,['Ray Messecar'],['Libro: Dr. Seuss'],['NA'],['Animation'],['Green Light Media / Random House Home Video'],['Animation'],"[['Animación'], ['Comedia']]",,,,https://www.filmaffinity.com/es/film935786.html
628615.0,Yes,2005.0,95.0,Reino Unido,['Sally Potter'],['Sally Potter'],['Sally Potter'],['Aleksei Rodionov'],['Sony Pictures Classics'],"['Joan Allen', 'Simon Abkarian', 'Sam Neill', 'Shirley Henderson', 'Sheila Hancock', 'Samantha Bond', 'Stephanie Leonidas', 'Gary Lewis', 'Wil Johnson', 'Raymond Waring']","[['Drama'], ['Romance']]",Historia de un conflictivo romance entre una mujer blanca norteamericana (Joan Allen) y un hombre árabe (Simon Abkarian). (FILMAFFINITY),"6,5",96.0,https://www.filmaffinity.com/es/film628615.html
659776.0,Da i Da,2014.0,,Rusia,['Valeriya Gay Germanika'],['Aleksandr Rodionov'],['NA'],['NA'],['Art Pictures Studio / WWP Aliance'],"['Vladimir Dubosarsky', 'Aleksandr Gorchilin', 'Agniya Kuznetsova', 'Evgeniy Mitta', 'Elena Papanova', 'Yuriy Turbin', 'Alexander Vinogradov', 'Mike Vivisector', 'Oxana Zemlyanikova']",[['Drama']],,,,https://www.filmaffinity.com/es/film659776.html
438605.0,Yes: 9012 Live,1985.0,67.0,Canadá,['Steven Soderbergh'],['NA'],['NA'],['Reginald H. Morris'],['Coproducción Canadá-EEUU; Atlantic Recording Corporation Inc. / Dialog Music Ltd. / Intraspace Filmworks Inc.'],"['Documentary', 'Jon Anderson', 'Tony Kaye', 'Trevor Rabin', 'Chris Squire', 'Alan White']",[['Documental']],,,,https://www.filmaffinity.com/es/film438605.html
578456.0,Da i Da,2014.0,,Rusia,['Valeriya Gai Germanika'],['Aleksandr Rodionov'],['NA'],['NA'],['Art Pictures Studio / WWP Aliance'],"['Vladimir Dubosarsky', 'Aleksandr Gorchilin', 'Agniya Kuznetsova', 'Evgeniy Mitta', 'Elena Papanova', 'Yuriy Turbin', 'Alexander Vinogradov', 'Mike Vivisector', 'Oxana Zemlyanikova']",[['Drama']],Kuznetsova es una joven curiosa que vive a las afueras de Moscú y que se adentra en la comunidad de arte bohemio de la ciudad. (FILMAFFINITY),,,https://www.filmaffinity.com/es/film578456.html
344489.0,Yes Boss,1997.0,163.0,India,['Aziz Mirza'],"['Sanjay Chhel', 'Mangesh Kulkarni', 'Aziz Mirza']","['Jatin Pandit', 'Lalit Pandit']","['Harmeet Singh', 'Thomas A. Xavier']",['United Seven Combines'],"['Shahrukh Khan', 'Aditya Pancholi', 'Juhi Chawla', 'Kashmira Shah', 'Kulbhushan Kharbanda', 'Gulshan Grover', 'Ashok Saraf', 'Johnny Lever', 'Reema Lagoo', 'Rakesh Bedi', 'Mahavir Shah']","[['Comedia'], ['Drama'], ['Musical']]","La película trata de Rahul (Shahrukh Khan), un hombre de clase media, goza de un trabajo con ingresos adicionales hechos por ayudar a su jefe con sus múltiples relaciones extramaritales. Su jefe, Siddharth (Aditya Pancholi), es una persona avariciosa que se ha casado con una mujer rica (Kashmira Shah) y se casó con ella por ser dueña de una enorme propiedad. Seema (Juhi Chawla) es una joven ambiciosa y aspirante a modelo. Rahul y Seema se conocen, pero Siddharth también se enamora de ella y le pide a Rahul para ayudarle a atraparla. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film344489.html
535033.0,"Yes, God, Yes (S)",2017.0,11.0,Estados Unidos,['Karen Maine'],['Karen Maine'],['NA'],['Todd Antonio Somodevilla'],['NA'],"['Natalia Dyer', 'John Doherty', 'Joe Reece', 'Merissa Czyz', 'Wendy Susan Hammer', 'Maggie Davolos', 'Suzanne Lenz', 'Marc DiFrancesco', 'Hannah Schultz', 'Daniel Stewart', 'Michael Bonini']","[['Comedia'], ['Drama']]","La quinceañera Alice siempre ha sido una buena católica, pero cuando un inocente chat de AOL se torna particularmente picante, acaba repentinamente obsesionada con la masturbación.","5,7",133.0,https://www.filmaffinity.com/es/film535033.html
195836.0,"Ngok nam shi kin (Yes, I Can See Dead People)",2008.0,93.0,Hong Kong,['Lee Kwong-Yiu'],"['Ham Chun-Yu', 'Lui Koon-Nam', 'Frankie Tam']",['Kin Law'],['Ko Chiu-Lam'],['Emperor Motion Pictures'],"['Steven Cheung', 'Mandy Chiang', 'Yee Tong', 'Wong So-Foon', 'Yu Gu', 'Amy Chum', 'Kong Lau']",[['Terror']],"Tragedias y extraños acontecimientos ocurren en el lugar de nacimiento de Nam. Su apacible vida cambiará profundamente cuando sus amigos de niñez y vecinos mueren en extrañas circunstancias. Posesiones malignas, historias de amor que van más allá de la muerte, extraños acontecimientos. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film195836.html
357149.0,"Ja zuster, nee zuster",2002.0,100.0,Países Bajos (Holanda),['Pieter Kramer'],"['Harry Bannink', 'Frank Houtappels', 'Pieter Kramer', 'Annie M.G. Schmidt']",['Raymund van Santen'],['Piotr Kukla'],"['Bos Bros. Film', 'TV Productions']","['Loes Luca', 'Tjitske Reidinga', 'Waldemar Torenstra', 'Edo Brunner', 'Lennart Vader', 'Beppe Costa', 'Paul Kooij', 'Paul de Leeuw', 'Frits Lambrechts', 'Pierre van Duijl', 'Raymonde de Kuyper', 'Trudy de Jong', 'Trudie Lute', 'Olga Zuiderhoek', 'Henk Stuurman', 'Henny Westerveld', 'Ad Knippels', 'Koos van der Knaap', 'Guus Dam', 'Joep Onderdelinden', 'Arjan Ederveen']","[['Comedia'], ['Musical']]","Los excéntricos ancianos de los que se encarga la enfermera Klivia están encantados con sus cuidados. Sin embargo, existe la amenaza del señor Boodevol, que está empeñado en cerrar la residencia. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film357149.html
254599.0,Yes or No: Yaak Rak Gaw Rak Loey,2010.0,107.0,Tailandia,['Sarasawadee Wongsompetch'],['NA'],['Nimit Jitranon'],['Ruengwit Ramsoot'],['NA'],"['Sushar Manaying', 'Supanart Jittaleela', 'Arisara Thongborisut', 'Soranut Yupanun', 'Inthira Yeunyong', 'Maneerat Wongsjirasakdi']","[['Drama'], ['Romance'], ['Comedia']]","Pie es una universitaria que no podía soportar tener una compañera de habitación lesbiana, así que decide cambiar a un nuevo dormitorio. Escandalizada, descubre que su nueva compañera Kim parece ser una tomboy (lesbiana que parece un chico). Aunque Kim niega esto, Pie no es amigable con ella al principio pero finalmente se convierten en muy buenas amigas. Pero Kim empieza a sentir que realmente está cambiando y a gustarle Pie más que como una amiga. Las cosas no serán fáciles para Kim. Aparte de una egocéntrica lesbiana llamada Jane que intenta ligar con ella, Kim aprenderá que mucha gente aún es reacia con las lesbianas, especialmente la madre de Pie y su amigo de la infancia, llamado Van. Pero Kim también contará con el apoyo de su padre y una vieja amiga, una mujer llamada Inn. (FILMAFFINITY)","5,7",148.0,https://www.filmaffinity.com/es/film254599.html
870677.0,Yes or No 2: Rak Mai Rak Ya Kak Loei,2012.0,108.0,Tailandia,['Saratswadee Wongsomphet'],['Nepalee'],['Coo Colour'],['Ruengwit Ramsoot'],['Come On Sweet Production'],"['Supanart Jittaleela', 'Sushar Manaying', 'Nisa Boonsantear', 'Apittha Khlaiudom', 'Apapattra Meesang', 'Phuttipong Promasakha Na Sakolnakorn', 'Maneerat Wongkasemsak', 'Premprida Sakulsripong', 'Thanapat Sornkoon']","[['Comedia'], ['Romance'], ['Drama']]","Ha pasado un año desde que Kim y Pie se hicieron novias, y también ha llegado el momento en que ambas realicen sus prácticas universitarias. Dado que ambas tienen carreras distintas, ha llegado la hora de separarse. Para Pie éste es un motivo muy triste ya que piensa que con la amabilidad de Kim cualquiera podría enamorarse de ella y está en lo cierto, ya que cuando Kim conozca a su compañera de practicas llamada Yam, las cosas empezarán a complicarse dentro de su relación y en su vida. (FILMAFFINITY)","5,4",37.0,https://www.filmaffinity.com/es/film870677.html
930393.0,Emret komutanim: Sah mat,2007.0,100.0,Turquía,"['Taner Akvardar', 'Mustafa Altioklar']",['Emine Altioklar'],['Tolga Cebi'],"['Lefteris Agapoulakis', 'Ertunç Senkay']",['Altioklar Film'],"['Mehmet Ali Erbil', 'Sarp Levendoglu', 'Seda Akman', 'Hamdi Alkan', 'Ahmet Mümtaz Taylan']","[['Comedia'], ['Aventuras'], ['Acción']]",Una vez al año a un grupo de personas con discapacidad se les permite visitar los cuarteles del ejército. Es el momento en el que tienen la oportunidad de ser y sentirse como verdaderos soldados. (FILMAFFINITY),,,https://www.filmaffinity.com/es/film930393.html
143081.0,"Yes Sir, That's My Baby",1949.0,82.0,Estados Unidos,['George Sherman'],['Oscar Brodney'],['Walter Scharf'],['Irving Glassberg'],['Universal International Pictures (UI)'],"[""Donald O'Connor"", 'Charles Coburn', 'Gloria DeHaven', 'Joshua Shelley; Barbara Brown', 'Jim Davis', 'James Brown', 'Michael Dugan', 'Hal Baylor', 'Patricia Alphin', 'June Fulton', 'Judith Trafford', 'Joan Vohs', 'Jack Lambert', 'Jack Overman']","[['Comedia'], ['Musical']]","En una universidad, un grupo de ex soldados tienen problemas con sus esposas por jugar a fútbol americano. (FILMAFFINITY)",,,https://www.filmaffinity.com/es/film143081.html
507005.0,Yes We Can (S),1988.0,10.0,Estados Unidos,['Faith Hubley'],"['Faith Hubley (Poemas: Black Elk', 'Homero', 'Kabir)']",['Don Christensen'],['Animation'],['Hubley Studios'],['Animation'],[['Animación']],,,,https://www.filmaffinity.com/es/film507005.html
514457.0,"Yes, We Fuck!",2015.0,60.0,España,"['Antonio Centeno', 'Raúl de la Morena']","['Antonio Centeno', 'Raúl de la Morena']",['NA'],['NA'],['NA'],['Documentary'],[['Documental']],"Documental que aborda la sexualidad en personas con diversidad funcional a través de seis historias reales que muestran que el sexo es patrimonio de todos. Explora no sólo lo que la sexualidad puede hacer por las personas con discapacidad, sino lo que la diversidad funcional puede aportar a la sexualidad humana. Rompe con el binomio dependencia-infantilización mediante el uso de imágenes explícitas que presentan a las personas discapacitadas como seres sexuales y sexuados y como cuerpos deseantes y deseables. (FILMAFFINITY)","7,3",181.0,https://www.filmaffinity.com/es/film514457.html
635388.0,"Yes, We Spain",2012.0,80.0,España,['Jordi Casanovas'],"['Carlos Latre', 'David Lillo', 'Aran Zulaika']",['NA'],['NA'],['Producciones Ertal / Sony Music Spain'],['Carlos Latre'],[['Comedia']],"Mariano Rajoy no levanta cabeza. Su llegada a Moncloa coincide con el descubrimiento de que hemos sido vendidos a Alemania. Angela Merckel tiene ahora el poder de decisión sobre nosotros. El presidente popular maquina un golpe de efecto y planean traer al presidente de los Estados Unidos, Barack Obama, a España para lograr el apoyo internacional necesario y salir de ""manos germanas"". Pero no todos trabajarán en esa misma dirección... Carlos Latre da vida a más de 100 personajes, en este espectáculo grabado el 7 de julio de 2012 en Zaragoza para ser lanzado en DVD. (FILMAFFINITY)","5,0",73.0,https://www.filmaffinity.com/es/film635388.html
