show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s199,TV Show,King of Boys: The Return of the King,Kemi Adetiba,"Sola Sobowale, Toni Tones, Richard Mofe-Damijo, Efa Iwara, Titi Kuti, Tobechukwu ""iLLbliss"" Ejiofor, Remilekun ""Reminisce"" Safaru, Charles  ""Charly Boy"" Oputa, Nse Ikpe-Etim, Keppy Ekpenyong Bassey, Bimbo Manuel, Akin Lewis, Lord Frank, Osas Ighodaro, Taiwo Ajai-Lycett, Paul Sambo",Nigeria,"August 27, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness."
s200,Movie,Koi Aap Sa,Partho Mitra,"Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta",India,"August 27, 2021",2006,TV-14,135 min,"Comedies, Dramas, International Movies","Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her."
s201,Movie,Krishna Cottage,Santram Varma,"Sohail Khan, Isha Koppikar, Natassha, Rati Agnihotri, Vrajesh Hirjee, Divya Palat, Hiten Tejwani, Rajendranath Zutshi",India,"August 27, 2021",2004,TV-14,124 min,"Action & Adventure, Horror Movies, International Movies",True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.
s202,Movie,Kucch To Hai,"Anil V. Kumar, Anurag Basu","Tusshar Kapoor, Esha Deol, Natassha, Vrajesh Hirjee, Kusumit Sana, Rishi Kapoor, Moon Moon Sen, Johny Lever, Ashay Chitre, Jeetendra",India,"August 27, 2021",2003,TV-14,136 min,"Dramas, International Movies, Thrillers","A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge."
s203,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Anupam Kher, Jay Sean",India,"August 27, 2021",2005,TV-MA,165 min,"Comedies, International Movies, Music & Musicals","Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck."
s204,Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,"Tusshar Kapoor, Aftab Shivdasani, Krishna Abhishek, Mandana Karimi, Shakti Kapoor, Darshan Jariwala, Sushmita Mukherjee, Meghna Naidu, Anand Kumar, Claudia Ciesla",India,"August 27, 2021",2016,TV-MA,124 min,"Comedies, International Movies","When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father."
s205,Movie,Kyaa Super Kool Hain Hum,Sachin Yardi,"Tusshar Kapoor, Riteish Deshmukh, Anupam Kher, Rohit Shetty, Neha Sharma, Chunky Pandey, Sarah-Jane Dias, Razak Khan, Kavin Dave",India,"August 27, 2021",2012,TV-MA,136 min,"Comedies, International Movies",An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.
s206,Movie,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,"Govinda, Sushmita Sen, Rambha, Anupam Kher, Satish Kaushik, Sharad Kapoor, Kiran Kumar, Mohnish Bahl",India,"August 27, 2021",2001,TV-14,150 min,"Comedies, International Movies, Sci-Fi & Fantasy",The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.
s207,Movie,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,"Nushrat Bharucha, Anshuman Jha, Neha Chauhan, Rajkummar Rao, Arya Banerjee, Amit Sial, Herry Tangri",India,"August 27, 2021",2010,TV-MA,112 min,"Dramas, Independent Movies, International Movies",This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.
s208,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,"Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj",India,"August 27, 2021",2008,TV-14,119 min,"Action & Adventure, International Movies, Music & Musicals",A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.
s209,Movie,Once Upon a Time in Mumbaai,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda, Naved Aslam, Asif Basra, Avtar Gill",India,"August 27, 2021",2010,TV-14,133 min,"Dramas, International Movies, Music & Musicals","Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime."
s210,Movie,Once Upon a Time in Mumbai Dobaara!,Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Sarfaraz Khan, Mahesh Manjrekar, Abhimanyu Singh, Kurush Deboo, Pitobash, Chetan Hansraj",India,"August 27, 2021",2013,TV-14,142 min,"Dramas, International Movies, Music & Musicals","This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control."
s211,Movie,Ragini MMS,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat",India,"August 27, 2021",2011,TV-MA,93 min,"Horror Movies, International Movies",A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.
s212,Movie,Ragini MMS 2,Bhushan Patel,"Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Soniya Mehra, Kainaz Motivala, Karan Mehra",India,"August 27, 2021",2014,TV-MA,113 min,"Horror Movies, International Movies",The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.
s213,TV Show,Rebellion,,"Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Michelle Fairley, Ian McElhinney, Michael Ford-FitzGerald, Paul Reid, Barry Ward, Tom Turner, Perdita Weeks, Andrew Simpson, Sophie Robinson",Ireland,"August 27, 2021",2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule."
s214,TV Show,RIDE ON TIME,,"King & Prince, Hey! Say! JUMP, KAT-TUN, NEWS, Kansai Johnny's Jr., Snow Man, Tomoyuki Yara, Travis Japan, Bi shonen, SixTONES, HiHi Jets, Kis-My-Ft2, Koichi Domoto",,"August 27, 2021",2021,TV-PG,3 Seasons,"Docuseries, International TV Shows",Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries.
s215,Movie,SAS: Rise of the Black Swan,Magnus Martens,"Sam Heughan, Ruby Rose, Andy Serkis, Hannah John-Kamen, Tom Wilkinson, Tom Hopper, Noel Clarke, Anne Reid, Owain Yeoman, Jing Lusi, Ray Panthaki, Richard McCabe, Douglas Reith",,"August 27, 2021",2021,R,124 min,"Action & Adventure, International Movies","A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train."
s216,Movie,Shootout at Lokhandwala,Apoorva Lakhia,"Amitabh Bachchan, Sanjay Dutt, Sunil Shetty, Arbaaz Khan, Abhishek Bachchan, Vivek Oberoi, Tusshar Kapoor, Rohit Roy, Shabbir Ahluwalia, Dia Mirza, Amrita Singh, Neha Dhupia",India,"August 27, 2021",2007,TV-MA,116 min,"Action & Adventure, Dramas, International Movies","Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight."
s217,Movie,Shor In the City,"Raj Nidimoru, Krishna D.K.","Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Radhika Apte, Pitobash, Girija Oak, Alok Chaturvedi, Sudhir Chowdhary",India,"August 27, 2021",2011,TV-14,106 min,"Comedies, Dramas, Independent Movies","When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger."
s218,Movie,The Dirty Picture,Milan Luthria,"Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah, Rajesh Sharma, Imran Hasnee, Anju Mahendru",India,"August 27, 2021",2011,TV-14,145 min,"Comedies, Dramas, International Movies","After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol."
s219,TV Show,Titletown High,,,,"August 27, 2021",2021,TV-14,1 Season,"Reality TV, Teen TV Shows","In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title."
s220,TV Show,EDENS ZERO,,"Takuma Terashima, Mikako Komatsu, Rie Kugimiya, Hiromichi Tezuka, Shiori Izawa, Shiki Aoki, Sayaka Ohara, Hochu Otsuka, Kikuko Inoue",Japan,"August 26, 2021",2021,TV-14,1 Season,"Anime Series, International TV Shows","Aboard the Edens Zero, a lonely boy with the ability to control gravity embarks on an adventure to meet the fabled space goddess known as Mother."
s221,TV Show,Family Reunion,,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Richard Roundtree",United States,"August 26, 2021",2021,TV-PG,4 Seasons,"Kids' TV, TV Comedies","When the McKellan family moves from Seattle to small-town Georgia, life down South – and traditional grandparents – challenge their big-city ways."
s222,Movie,"Bob Ross: Happy Accidents, Betrayal & Greed",Joshua Rofé,Bob Ross,,"August 25, 2021",2021,TV-14,93 min,Documentaries,Bob Ross brought joy to millions as the world’s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.
s223,TV Show,Clickbait,Brad Anderson,"Zoe Kazan, Betty Gabriel, Adrian Grenier, Phoenix Raei, Abraham Lim, Jessica Collins, Camaron Engels, Jaylin Fletcher, Liz Alexander, Joyce Guy, Daniel Henshall, Ian Meadows, Jamie Timony, Steve Mouzakis, Becca Lish",,"August 25, 2021",2021,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why."
s224,TV Show,John of God: The Crimes of a Spiritual Healer,"Mauricio Dias, Tatiana Villela",,,"August 25, 2021",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press."
s225,TV Show,Motel Makeover,,,,"August 25, 2021",2021,TV-14,1 Season,"International TV Shows, Reality TV","Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway."
s226,TV Show,Open Your Eyes,,"Maria Wawreniuk, Ignacy Liss, Michał Sikorski, Wojciech Dolatowski, Klaudia Koścista, Zuzanna Galewicz, Marta Nieradkiewicz, Sara Celler Jezierska, Pola Król, Marcin Czarnik, Martyna Nowakowska",,"August 25, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment."
s227,TV Show,Post Mortem: No One Dies in Skarnes,,"Kathrine Thorborg Johansen, Elias Holmen Sørensen, André Sørum, Kim Fairchild, Sara Khorami, Terje Strømdahl, Øystein Røger, Marianne Jonger, Martin Karelius",,"August 25, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if..."
s228,Movie,Really Love,Angel Kristi Williams,"Kofi Siriboe, Yootha Wong-Loi-Sing, Michael Ealy, Uzo Aduba",United States,"August 25, 2021",2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student.
s229,Movie,The November Man,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Eliza Taylor, Caterina Scorsone, Bill Smitrovich, Will Patton, Amila Terzimehic, Lazar Ristovski, Mediha Musliovic","United States, United Kingdom","August 25, 2021",2014,R,108 min,Action & Adventure,"An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies."
s230,Movie,The Old Ways,Christopher Alender,"Brigitte Kali Canales, Andrea Cortes, Julia Vera, Sal Lopez",United States,"August 25, 2021",2020,TV-MA,90 min,Horror Movies,"A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed."
s231,Movie,The River Runner,Rush Sturges,,,"August 25, 2021",2021,TV-MA,86 min,"Documentaries, Sports Movies","In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash."
s232,Movie,The Water Man,David Oyelowo,"David Oyelowo, Rosario Dawson, Lonnie Chavis, Amiah Miller, Alfred Molina, Maria Bello",United States,"August 25, 2021",2021,PG,92 min,"Children & Family Movies, Dramas","Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death."
s233,TV Show,Wheel of Fortune,,"Pat Sajak, Vanna White",United States,"August 25, 2021",2019,TV-G,3 Seasons,Reality TV,"Pat Sajak and Vanna White host one of TV's most popular, long-running game shows, where players spin a wheel for prizes and solve mystery phrases."
s234,Movie,Count Me In,Mark Lo,,United Kingdom,"August 24, 2021",2021,TV-MA,82 min,"Documentaries, Music & Musicals",This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection.
s235,TV Show,Oggy Oggy,,,,"August 24, 2021",2021,TV-Y,1 Season,"Kids' TV, TV Comedies",Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures!
s236,Movie,Untold: Caitlyn Jenner,Crystal Moselle,,,"August 24, 2021",2021,TV-PG,70 min,"Documentaries, LGBTQ Movies, Sports Movies",Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.
s237,Movie,Boomika,Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
s238,Movie,Boomika (Hindi),Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
s239,Movie,Boomika (Malayalam),Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
s240,Movie,Boomika (Telugu),Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
s241,Movie,The Witcher: Nightmare of the Wolf,Han Kwang Il,"Theo James, Mary McDonnell, Lara Pulver, Graham McTavish, Tom Canton, David Errigo Jr, Jennifer Hale, Kari Wahlgren, Matt Yang King, Darryl Kurylo, Keith Ferguson",,"August 23, 2021",2021,TV-MA,84 min,"Action & Adventure, Anime Features","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past."
s242,TV Show,Manifest,,"Melissa Roxburgh, Josh Dallas, Athena Karkanis, J.R. Ramirez, Luna Blaise, Jack Messina, Parveen Kaur",United States,"August 21, 2021",2021,TV-14,3 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities."
s243,TV Show,Comedy Premium League,,,,"August 20, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies","With satirical sketches, cheeky debates and blistering roasts, 16 of India’s wittiest entertainers compete in teams to be named the ultimate comedy champs."
s244,TV Show,Everything Will Be Fine,,"Lucía Uribe, Flavio Medina, Isabella Vazquez Morales, Pierre Louis, Mercedes Hernández",,"August 20, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.
s245,Movie,Gunshot,Karim El Shenawy,"Ahmed El Fishawy, Ruby, Mohamed Mamdouh, Ahmed Malek, Asmaa Abulyazeid, Samy Maghawry, Safaa El-Toukhy, Ahmed Kamal, Arfa Abdel Rassoul, Hana Shiha",,"August 20, 2021",2018,TV-14,96 min,"Dramas, International Movies, Thrillers","After a clash at a protest ends in bloodshed, a forensic doctor and a journalist embark on a search for the elusive truth."
s246,TV Show,Korean Cold Noodle Rhapsody,,Paik Jong-won,,"August 20, 2021",2021,TV-PG,1 Season,"Docuseries, International TV Shows","Refreshing and flavorful, naengmyeon is Korea's coolest summertime staple. A journey through its history begins, from how it's cooked to how it's loved."
s247,Movie,Man in Love,Yin Chen-hao,"Roy Chiu, Ann Hsu, Tsai Chen-nan, Chung Hsin-ling, Lan Wei-hua, Peace Yang, Huang Lu Tz-yin",,"August 20, 2021",2021,TV-MA,115 min,"Dramas, International Movies, Romantic Movies","When he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love."
s248,Movie,Sweet Girl,Brian Andrew Mendoza,"Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Amy Brenneman, Adria Arjona, Raza Jaffrey, Justin Bartha, Lex Scott Davis, Michael Raymond-James",United States,"August 20, 2021",2021,R,110 min,"Action & Adventure, Dramas","He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now."
s249,TV Show,The Chair,,"Sandra Oh, Jay Duplass, Holland Taylor, David Morse, Bob Balaban, Nana Mensah, Everly Carganilla",,"August 20, 2021",2021,TV-MA,1 Season,"TV Comedies, TV Dramas","At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department."
s250,Movie,The Loud House Movie,Dave Needham,"Asher Bishop, David Tennant, Michelle Gomez, Jill Talley, Brian Stepanek, Catherine Taber, Liliana Mumy, Nika Futterman, Cristina Pucelli, Jessica DiCicco, Grey Griffin, Lara Jill Miller",,"August 20, 2021",2021,TV-Y7,88 min,"Children & Family Movies, Comedies, Music & Musicals","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!"
s251,Movie,A Faraway Land,Veronica Velasco,"Paolo Contis, Yen Santos, Hans Tórgarð, Ruby Ruiz, Zweden Obias, Maria Rianne Castro, Arianne Mavis Uera, Maricor Canlas",,"August 19, 2021",2020,TV-PG,102 min,"Dramas, International Movies, Romantic Movies","In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story."
s252,Movie,Like Crazy,Drake Doremus,"Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley, Alex Kingston, Oliver Muirhead, Finola Hughes, Chris Messina, Ben York Jones, Jamie Thomas King",United States,"August 19, 2021",2011,PG-13,91 min,"Dramas, Independent Movies, Romantic Movies",A spirited exchange student and an American man fall in love in LA. But their romance faces an uphill battle when she is forced to return to England.
s253,Movie,Black Island,Miguel Alexandre,"Philip Froissant, Alice Dwyer, Hanns Zischler, Mercedes Müller, Sammy Scheuritzel, Lieselotte Voß, Katharina Schütz, Jodie Leslie Ahlborn, Marco Wittorf, Ilknur Boyraz",,"August 18, 2021",2021,TV-MA,105 min,"International Movies, Thrillers",The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.
s254,Movie,Bombay,Mani Ratnam,"Arvind Swamy, Manisha Koirala, Nasser, Raja Krishnamoorthy",India,"August 18, 2021",1995,TV-14,135 min,"Dramas, International Movies, Romantic Movies","Years after they elope against their family’s wishes, a couple and their sons become caught in the throes of conflict in their city."
s255,TV Show,Go! Go! Cory Carson,,"Alan C. Lim, Paul Killam, Maisie Benson, Kerry Gudjohnsen, Smith Foreman, Neena-Sinaii Simpo, Eli Morse, Adelaide Hirasaki, Jim Capobianco, Anna Chambers, Pfifer Chastain",United States,"August 18, 2021",2021,TV-Y,5 Seasons,Kids' TV,"Beep, beep – go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills."
s256,Movie,Memories of a Murderer: The Nilsen Tapes,Michael Harte,,,"August 18, 2021",2021,TV-MA,86 min,"Documentaries, International Movies",Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.
s257,Movie,Nneka The Pretty Serpent,Tosin Igho,"Idia Aisien, Ndidi Obi, Kenneth Okolie, Zack Orji, Bovi Ugboma, Bimbo Ademoye, Beverly Osu, Beverly Naya, Larry Gaaga, Shaffy Bello, Chioma Chukwuka Akpotha, Waje",,"August 18, 2021",2020,TV-14,140 min,"Dramas, International Movies","Years after the mysterious murder of her parents, a traumatized woman gains supernatural powers that aid in her quest for revenge against the killers."
s258,Movie,O Kadhal Kanmani,Mani Ratnam,"Dulquer Salmaan, Nithya Menon, Prakash Raj, Leela Samson, Vinodhini, Ramya Subramanian, Siva Ananth, John Devasahayam, Prabhu Lakshman",,"August 18, 2021",2015,TV-14,133 min,"Dramas, International Movies, Romantic Movies","It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors."
s259,Movie,Out of my league,Alice Filippi,"Ludovica Francesconi, Giuseppe Maggio, Gaja Masciale, Jozef Gjura, Eleonora Gaggero, Franco Ravera, Elisabetta Coraini, Michele Franco, Edoardo Rossi",,"August 18, 2021",2020,TV-MA,92 min,"Comedies, Dramas, International Movies","Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love."
s260,Movie,Pahuna,Paakhi Tyrewala,"Anmol Limbu, Ishika Gurung, Manju Chettri, Banita Lagun, Binod Pradhan, Mahindra Bajgai, Rupa Tamang, Saran Rai","India, Nepal","August 18, 2021",2018,TV-PG,82 min,"Comedies, Dramas, International Movies","Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India."
s261,TV Show,The Defeated,,"Taylor Kitsch, Nina Hoss, Logan Marshall-Green, Michael C. Hall, Tuppence Middleton, Mala Emde, Maximilian Ehrenreich, Sebastian Koch, Anne Ratte-Polle, Lena Dörrie, Benjamin Sadler",,"August 18, 2021",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In 1946 Berlin, an American cop searches for his missing brother while helping a novice German policewoman fight the violent crimes engulfing the city."
s262,Movie,The Secret Diary of an Exchange Student,Bruno Garotti,"Larissa Manoela, Thati Lopes, Bruno Montaleone, David Sherod James, Maiara Walsh, Flávia Garrafa, Kathy-Ann Hart, Ray Faiola, Noa Graham",,"August 18, 2021",2021,TV-14,97 min,"Comedies, International Movies, Romantic Movies","Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?"
s263,Movie,Untold: Deal With the Devil,Laura Brownson,,,"August 18, 2021",2021,TV-MA,78 min,"Documentaries, LGBTQ Movies, Sports Movies","Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life."
s264,TV Show,Mother Goose Club,,,United States,"August 16, 2021",2016,TV-Y,2 Seasons,Kids' TV,Classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along.
s265,Movie,Walk of Shame,Steve Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright, Ethan Suplee, Bill Burr, Ken Davitian, Lawrence Gilliard Jr., Alphonso Mcauley, Da'Vone McDonald, John Marsden, Willie Garson, Oliver Hudson, P.J. Byrne",United States,"August 16, 2021",2014,R,94 min,"Comedies, Independent Movies","After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime."
s266,TV Show,Rascal Does Not Dream of Bunny Girl Senpai,,"Kaito Ishikawa, Asami Seto, Nao Toyama, Atsumi Tanezaki, Maaya Uchida, Yurika Kubo, Inori Minase",Japan,"August 15, 2021",2018,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","After experiencing ""puberty syndrome"" himself, high school pariah Sakuta keeps meeting girls suffering from it, including his sister and actor Mai."
s267,TV Show,The Creative Indians,,,India,"August 15, 2021",2020,TV-MA,1 Season,"Docuseries, International TV Shows","From chefs and comedians to filmmakers and fashion designers, India’s most notable imaginative minds share their artistic journeys."
s268,Movie,The Piano,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin, Kerry Walker, Genevieve Lemon, Tungia Baker, Ian Mune","New Zealand, Australia, France, United States","August 15, 2021",1993,R,121 min,"Classic Movies, Dramas, Independent Movies","With her daughter and her beloved piano in tow, a mute Scottish woman arrives in New Zealand, where a gruff loner sets out to seduce her."
s269,Movie,Unroyal,Moses Inwang,"Matilda Lambert, Ik Ogbonna, Prince Sontoye, Blossom Chukwujekwu, Linda Osifo, Emem Inwang, Pete Edochie, Shaffy Bello, Okon Imeh  Bishop, Chinenye Nnebe, Femi Adebayo",,"August 15, 2021",2020,TV-MA,97 min,"Dramas, International Movies","When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways."
s270,TV Show,Winx Club,,"Liza Jacqueline, Helena Evangeliou, Lisa Ortiz, Kerry Williams, Gregory Abbey, Dan Green, Michael Sinterniklaas, Suzy Myers, Christina Rodriguez, Dani Schaffel, Sebastian Arcelus, Rachael Lillis",Italy,"August 15, 2021",2015,TV-Y7,2 Seasons,Kids' TV,"In this animated fantasy, a girl named Bloom befriends a band of fairies, then follows them into the secretive and dangerous ""Magical Dimension."""
s271,Movie,Beckett,Ferdinando Cito Filomarino,"John David Washington, Boyd Holbrook, Alicia Vikander, Vicky Krieps, Lena Kitsopoulou, Panos Koronis, Maria Votti","Italy, Brazil, Greece","August 13, 2021",2021,TV-MA,110 min,Action & Adventure,An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.
s272,TV Show,Brand New Cherry Flavor,,"Rosa Salazar, Eric Lange, Catherine Keener, Jeff Ward, Manny Jacinto, Hannah Levien, Patrick Fischler",United States,"August 13, 2021",2021,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","A filmmaker heads to Hollywood in the early '90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens."
s273,TV Show,Fast & Furious Spy Racers,,"Tyler Posey, Charlet Chung, Jorge Diaz, Camille Ramsey, Luke Youngblood, Renée Elise Goldsberry",United States,"August 13, 2021",2021,TV-Y7,5 Seasons,Kids' TV,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.
s274,TV Show,Gone for Good,Juan Carlos Medina,"Finnegan Oldfield, Nicolas Duvauchelle, Guillaume Gouix, Garance Marillier, Nailia Harzoune",France,"August 13, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Ten years after losing two loved ones, a man is plunged into another dizzying mystery when his girlfriend vanishes. Based on a Harlan Coben novel."
