id_envio,fecha_envio,origen,destino,peso_kg,tipo_envio,estado
1229,2025-05-06,Sevilla,Valencia,27.73,estandar,entregado
1230,2025-05-31,Vigo,Barcelona,14.8,express,en reparto
1231,2025-05-02,Bilbao,Zaragoza,38.49,estandar,entregado
1232,2025-05-31,Vigo,Malaga,17.43,express,entregado
1233,2025-05-26,Vigo,Toledo,-4.54,express,en camino
1234,2025-05-22,Valencia,Zaragoza,39.84,estandar,en reparto
1235,2025-05-09,Sevilla,Barcelona,40.53,express,entregado
1236,2025-05-26,Bilbao,Toledo,8.74,express,en reparto
1237,2025-05-29,Vigo,Madrid,42.89,estandar,entregado
1238,2025-05-31,Malaga,Sevilla,18.92,estandar,en reparto
1239,2025-05-15,Malaga,Barcelona,34.44,express,en camino
1240,2025/05/08,Bilbao,Malaga,,estandar,entregado
1241,2025-05-31,Zaragoza,Madrid,9.88,express,entregado
1242,2025-05-03,Granada,Madrid,23.08,express,en reparto
1243,2025-05-14,Malaga,Zaragoza,20.97,estandar,entregado
1244,2025-05-09,Vigo,Malaga,38.51,estandar,en reparto
1245,2025-05-24,Sevilla,Vigo,19.84,express,en reparto
1246,2025-05-11,Granada,Zaragoza,3.12,express,entregado
1247,2025-05-15,Vigo,Zaragoza,47.24,express,en camino
1248,2025-05-13,Barcelona,Vigo,5.38,express,en camino
1249,2025-05-06,Barcelona,Granada,13.69,express,entregado
1250,2025-05-03,Sevilla,Bilbao,-1.98,estandar,en camino
1251,2025-05-27,Bilbao,Zaragoza,43.39,express,en reparto
1252,2025-05-02,Madrid,Valencia,40.97,estandar,en camino
1253,2025-05-18,Sevilla,Toledo,39.03,estandar,en reparto
1254,2025-05-03,Granada,Bilbao,19.91,express,entregado
1255,2025-05-19,Sevilla,Bilbao,28.01,estandar,en reparto
1256,2025-05-29,Malaga,Madrid,11.56,express,entregado
1257,2025-05-31,Bilbao,Granada,47.06,estandar,entregado
1258,2025-05-17,Toledo,Malaga,-7.69,express,en camino
1259,2025-05-09,Valencia,Malaga,29.57,estandar,entregado
1260,2025-05-19,Granada,Sevilla,7.15,express,en reparto
1261,2025-05-24,Vigo,Malaga,45.74,express,en camino
1262,2025-05-17,Valencia,Barcelona,-3.44,estandar,entregado
1263,2025-05-23,Madrid,Valencia,7.13,express,en camino
1264,2025-05-04,Valencia,Zaragoza,32.02,express,entregado
1265,2025-05-23,Bilbao,Zaragoza,44.54,estandar,entregado
1266,2025-05-05,Sevilla,Zaragoza,8.89,express,en camino
1267,2025-05-29,Bilbao,Barcelona,28.77,estandar,en camino
1268,2025-05-07,Zaragoza,Madrid,-1.04,estandar,en reparto
1269,2025-05-14,Valencia,Granada,27.09,estandar,en camino
1270,2025-05-30,Zaragoza,Bilbao,15.04,estandar,en camino
1271,2025-05-25,Toledo,Bilbao,34.65,express,en camino
1272,2025-05-01,Sevilla,Valencia,37.72,express,entregado
1273,2025-05-03,Valencia,Vigo,30.41,estandar,en camino
1274,2025-05-29,Malaga,Granada,22.14,estandar,entregado
1275,2025-05-10,Vigo,Malaga,39.49,estandar,en camino
1276,2025-05-31,Granada,Malaga,48.32,estandar,entregado
1277,2025-05-29,Barcelona,Malaga,2.78,express,entregado
1278,2025-05-02,Malaga,Valencia,-7.94,express,en reparto
1279,2025-05-18,Sevilla,Barcelona,25.71,estandar,en camino
1280,2025-05-31,Bilbao,Madrid,19.63,express,entregado
1281,2025-05-15,Zaragoza,Madrid,34.88,estandar,en camino
1282,2025-05-21,Granada,Barcelona,1.42,estandar,en reparto
1283,2025-05-24,Granada,Barcelona,45.02,express,entregado
1284,2025-05-27,Sevilla,Valencia,40.61,estandar,entregado
1285,2025-05-26,Vigo,Barcelona,28.0,express,en reparto
1286,2025-05-01,Granada,Sevilla,8.38,express,en camino
1287,2025-05-28,Zaragoza,Bilbao,16.32,estandar,en camino
1288,2025-05-10,Zaragoza,Valencia,5.11,express,en reparto
1289,2025-05-21,Granada,Sevilla,26.1,express,entregado
1290,2025-05-02,Barcelona,Sevilla,41.77,express,en reparto
1291,2025-05-18,Bilbao,Madrid,16.31,express,entregado
1292,2025-05-24,Barcelona,Valencia,23.86,estandar,entregado
1293,2025-05-04,Barcelona,Sevilla,43.23,express,en reparto
1294,2025-05-15,Zaragoza,Sevilla,3.73,express,en reparto
1295,2025-05-14,Bilbao,Vigo,0.58,estandar,en camino
1296,2025-05-23,Zaragoza,Vigo,-1.36,express,entregado
1297,2025-05-12,Granada,Malaga,-9.81,express,entregado
1298,2025-05-27,Madrid,Zaragoza,15.17,estandar,entregado
1299,2025-05-09,Malaga,Sevilla,27.38,estandar,entregado
1300,2025-05-06,Granada,Malaga,-2.73,express,entregado
1301,2025-05-10,Madrid,Vigo,24.09,estandar,en reparto
1302,2025-05-21,Valencia,Zaragoza,37.53,estandar,en camino
1303,2025-05-12,Bilbao,Malaga,44.94,express,en reparto
1304,2025-05-24,Barcelona,Valencia,14.64,express,en reparto
1305,2025-05-21,Toledo,Madrid,30.79,estandar,en camino
1306,2025-05-26,Granada,Madrid,40.55,estandar,en reparto
1307,2025-05-21,Malaga,Barcelona,37.15,express,en reparto
1308,2025-05-31,Zaragoza,Bilbao,24.56,express,en camino
1309,2025-05-24,Sevilla,Malaga,7.46,estandar,entregado
1310,2025-05-24,Madrid,Vigo,33.96,express,en camino
1311,2025-05-28,Bilbao,Granada,43.9,express,en camino
1312,2025-05-24,Bilbao,Madrid,28.06,estandar,en camino
1313,2025-05-07,Sevilla,Malaga,14.17,express,en reparto
1314,2025-05-31,Bilbao,Valencia,46.63,estandar,en camino
1315,2025-05-06,Valencia,Granada,-5.24,express,en camino
1316,2025-05-24,Toledo,Vigo,,express,en reparto
1317,2025-05-27,Bilbao,Madrid,42.87,estandar,en camino
1318,2025-05-02,Sevilla,Vigo,-7.39,express,en reparto
1319,2025-05-25,Toledo,Bilbao,45.2,estandar,en camino
1320,2025-05-11,Zaragoza,Valencia,32.23,estandar,en reparto
1321,2025-05-04,Madrid,Sevilla,7.58,estandar,entregado
1322,2025-05-30,Madrid,Barcelona,45.78,express,en camino
1323,2025-05-30,Barcelona,Granada,38.78,express,en camino
1324,2025-05-23,Madrid,Bilbao,24.25,estandar,entregado
1325,2025-05-20,Toledo,Granada,5.58,estandar,entregado
1326,2025-05-10,Vigo,Bilbao,10.95,express,entregado
1327,2025-05-06,Barcelona,Sevilla,39.3,estandar,en camino
1328,2025-05-04,Malaga,Granada,23.97,estandar,entregado
1329,2025-05-07,Vigo,Barcelona,13.96,express,en reparto
1330,2025-05-21,Toledo,Sevilla,-6.85,estandar,en reparto
1331,2025-05-27,Valencia,Madrid,31.87,estandar,entregado
1332,2025-05-05,Zaragoza,Barcelona,25.69,express,entregado
1333,2025-05-21,Vigo,Malaga,25.8,express,entregado
1334,2025-05-24,Bilbao,Barcelona,20.44,express,en camino
1335,2025-05-21,Bilbao,Toledo,46.01,express,entregado
1336,2025-05-25,Sevilla,Bilbao,37.63,estandar,en reparto
1337,2025-05-09,Barcelona,Valencia,20.73,estandar,en reparto
1338,2025-05-18,Valencia,Madrid,-4.6,express,en camino
1339,2025-05-21,Madrid,Valencia,-1.68,estandar,entregado
1340,2025-05-19,Malaga,Valencia,43.19,estandar,en camino
1341,2025-05-11,Madrid,Toledo,5.62,estandar,en camino
1342,2025-05-09,Sevilla,Valencia,,estandar,en reparto
1343,2025-05-21,Granada,Malaga,37.83,express,en reparto
1344,2025-05-03,Madrid,Toledo,6.73,express,en reparto
1345,2025-05-09,Zaragoza,Madrid,-7.48,estandar,en camino
1346,2025-05-31,Madrid,Valencia,47.7,express,en reparto
1347,2025-05-26,Madrid,Toledo,-8.93,express,entregado
1348,2025-05-25,Malaga,Madrid,15.86,express,en camino
1349,2025-05-18,Sevilla,Barcelona,,estandar,en reparto
1350,2025-05-09,Bilbao,Valencia,4.65,express,en camino
1351,2025-05-24,Toledo,Sevilla,23.82,estandar,entregado
1352,2025-05-25,Valencia,Malaga,9.39,estandar,en reparto
1353,2025-05-20,Bilbao,Valencia,27.01,estandar,en camino
1354,2025-05-12,Vigo,Bilbao,-8.55,estandar,entregado
1355,2025-05-31,Granada,Madrid,-1.56,express,en reparto
1356,2025-05-14,Zaragoza,Sevilla,-3.56,estandar,entregado
1357,2025-05-12,Barcelona,Toledo,17.55,express,en camino
1358,2025-05-03,Bilbao,Malaga,46.32,estandar,en camino
1359,2025-05-18,Toledo,Sevilla,45.93,express,en camino
1360,,Zaragoza,Madrid,-1.83,express,en camino
1361,2025-05-31,Bilbao,Valencia,35.66,estandar,entregado
1362,2025-05-26,Zaragoza,Vigo,-3.12,estandar,en camino
1363,2025-05-08,Valencia,Bilbao,10.88,express,en camino
1364,2025-05-03,Madrid,Bilbao,27.87,express,en camino
1365,2025-05-15,Bilbao,Madrid,22.67,express,entregado
1366,2025-05-13,Bilbao,Barcelona,43.55,estandar,en reparto
1367,2025-05-20,Madrid,Malaga,12.81,express,en reparto
1368,2025-05-13,Zaragoza,Vigo,10.04,estandar,en camino
1369,2025-05-05,Bilbao,Sevilla,5.96,express,en reparto
1370,2025-05-24,Madrid,Granada,13.61,estandar,en reparto
1371,2025-05-04,Vigo,Zaragoza,-1.72,express,entregado
1372,2025-05-08,Bilbao,Zaragoza,21.96,express,en camino
1373,2025-05-30,Sevilla,Bilbao,9.71,express,entregado
1374,2025-05-31,Malaga,Sevilla,5.56,express,entregado
1375,2025-05-01,Granada,Sevilla,13.96,estandar,entregado
1376,2025-05-21,Zaragoza,Barcelona,1.91,express,en reparto
1377,2025-05-26,Toledo,Malaga,7.94,estandar,en reparto
1378,2025-05-28,Granada,Madrid,23.66,estandar,entregado
1379,2025-05-08,Zaragoza,Malaga,48.57,estandar,entregado
1380,2025-05-19,Toledo,Barcelona,11.94,express,entregado
1381,2025-05-11,Zaragoza,Granada,18.34,express,en camino
1382,2025-05-18,Toledo,Granada,22.97,estandar,en camino
1383,2025-05-09,Toledo,Zaragoza,11.12,estandar,en camino
1384,2025-05-03,Granada,Valencia,28.25,estandar,en camino
1385,2025-05-24,Malaga,Madrid,49.18,express,entregado
1386,2025-05-04,Sevilla,Bilbao,9.38,express,en camino
1387,2025-05-10,Barcelona,Zaragoza,33.76,express,entregado
1388,2025-05-01,Sevilla,Granada,14.83,express,en reparto
1389,2025-05-14,Malaga,Barcelona,-0.91,estandar,en reparto
1390,2025-05-18,Sevilla,Valencia,43.8,estandar,en camino
1391,2025-05-08,Valencia,Toledo,31.69,estandar,entregado
1392,2025-05-11,Madrid,Valencia,39.73,estandar,en reparto
1393,2025-05-07,Vigo,Sevilla,-7.35,express,en camino
1394,2025-05-19,Vigo,Granada,8.87,estandar,entregado
1395,2025-05-14,Valencia,Malaga,44.11,estandar,en camino
1396,2025-05-08,Malaga,Madrid,22.73,express,en camino
1397,2025-05-11,Vigo,Zaragoza,-7.2,express,en reparto
1398,2025-05-23,Zaragoza,Madrid,41.8,express,entregado
1399,2025-05-12,Valencia,Sevilla,13.82,estandar,en reparto
1400,2025-05-20,Malaga,Zaragoza,-3.16,express,en reparto
1401,2025-05-04,Vigo,Barcelona,39.42,estandar,en camino
1402,2025-05-28,Barcelona,Toledo,34.63,estandar,en reparto
1403,2025-05-27,Vigo,Bilbao,45.45,express,en camino
1404,2025-05-23,Toledo,Barcelona,23.27,express,en camino
1405,2025-05-12,Valencia,Zaragoza,45.77,express,en camino
1406,2025-05-22,Valencia,Vigo,2.31,estandar,en camino
1407,2025-05-22,Madrid,Zaragoza,26.69,estandar,entregado
1408,2025-05-21,Sevilla,Valencia,47.34,estandar,en reparto
1409,2025-05-03,Madrid,Granada,6.26,express,en camino
1410,2025-05-25,Toledo,Valencia,21.92,estandar,en camino
1411,2025-05-03,Barcelona,Malaga,11.35,estandar,en reparto
1412,2025-05-26,Madrid,Barcelona,-7.62,estandar,en camino
1413,,Sevilla,Granada,-2.25,express,entregado
1414,2025-05-30,Zaragoza,Valencia,29.88,estandar,entregado
1415,2025-05-15,Zaragoza,Sevilla,33.96,express,en camino
1416,2025-05-05,Madrid,Valencia,40.88,express,entregado
1417,2025-05-04,Bilbao,Toledo,13.36,express,entregado
1418,2025-05-19,Bilbao,Toledo,1.68,estandar,en reparto
1419,2025-05-11,Malaga,Madrid,2.67,estandar,entregado
1420,2025-05-15,Malaga,Bilbao,32.66,express,en reparto
1421,2025-05-02,Zaragoza,Sevilla,21.7,estandar,en reparto
1422,2025-05-23,Vigo,Madrid,7.49,estandar,entregado
1423,2025-05-30,Vigo,Granada,26.05,express,en camino
1424,2025-05-16,Barcelona,Bilbao,46.06,express,entregado
1425,2025-05-07,Granada,Madrid,49.63,express,en reparto
1426,2025-05-12,Vigo,Toledo,22.42,estandar,entregado
1427,2025-05-23,Madrid,Toledo,8.27,estandar,entregado
1428,2025-05-13,Granada,Zaragoza,6.44,express,en camino
1429,2025-05-21,Barcelona,Sevilla,21.38,estandar,entregado
1430,2025-05-06,Valencia,Sevilla,15.65,express,en reparto
1431,2025-05-23,Barcelona,Zaragoza,37.12,express,entregado
1432,2025-05-29,Malaga,Toledo,35.47,express,en reparto
1433,2025-05-08,Madrid,Bilbao,17.69,estandar,entregado
1434,2025-05-29,Barcelona,Bilbao,10.44,express,entregado
1435,2025-05-08,Malaga,Sevilla,27.59,estandar,entregado
1436,2025-05-11,Valencia,Sevilla,10.09,express,en reparto
1437,2025-05-09,Madrid,Toledo,-9.92,express,en camino
1438,2025-05-11,Barcelona,Malaga,,estandar,entregado
1439,2025-05-23,Valencia,Sevilla,41.43,express,entregado
1440,2025-05-10,Valencia,Bilbao,34.67,estandar,entregado
1441,2025-05-31,Toledo,Granada,21.17,estandar,en reparto
1442,2025-05-30,Madrid,Zaragoza,49.87,express,entregado
1443,2025-05-01,Bilbao,Vigo,1.64,estandar,en reparto
1444,2025-05-27,Valencia,Zaragoza,39.18,estandar,entregado
1445,2025-05-14,Malaga,Bilbao,43.08,estandar,entregado
1446,2025-05-22,Sevilla,Granada,18.09,express,en reparto
1447,2025-05-10,Sevilla,Granada,48.54,estandar,entregado
1448,2025-05-28,Bilbao,Malaga,30.45,estandar,en reparto
1449,2025-05-04,Bilbao,Valencia,43.43,express,en reparto
1450,2025-05-29,Zaragoza,Sevilla,32.86,express,en camino
1451,2025-05-17,Vigo,Barcelona,36.64,estandar,entregado
1452,2025-05-15,Toledo,Zaragoza,-6.32,express,entregado
1453,2025-05-13,Toledo,Vigo,27.93,estandar,en camino
1454,2025-05-31,Malaga,Madrid,12.36,express,en camino
1455,2025-05-07,Zaragoza,Bilbao,-6.21,estandar,entregado
1456,2025-05-03,Sevilla,Bilbao,,estandar,en reparto
1457,2025-05-05,Granada,Bilbao,43.26,express,en camino
1458,2025-05-21,Valencia,Zaragoza,6.7,express,en camino
1459,2025-05-18,Zaragoza,Granada,44.77,express,en camino
1460,2025-05-26,Vigo,Bilbao,32.95,express,entregado
1461,2025-05-12,Madrid,Vigo,34.86,express,en reparto
1462,2025-05-09,Valencia,Zaragoza,36.17,estandar,entregado
1463,2025-05-27,Zaragoza,Granada,13.41,express,en camino
1464,2025-05-11,Toledo,Vigo,,estandar,en reparto
1465,2025-05-29,Malaga,Toledo,-7.3,express,entregado
1466,2025-05-25,Sevilla,Valencia,5.45,express,en camino
1467,2025-05-01,Granada,Sevilla,23.84,express,en camino
1468,2025-05-28,Barcelona,Zaragoza,24.91,estandar,en reparto
1469,2025-05-06,Zaragoza,Sevilla,-6.27,express,en reparto
1470,2025-05-14,Valencia,Vigo,2.19,estandar,entregado
1471,2025-05-04,Valencia,Zaragoza,11.83,estandar,en reparto
1472,2025-05-06,Malaga,Vigo,33.83,express,en camino
1473,2025-05-09,Malaga,Granada,23.96,express,en reparto
1474,2025-05-02,Valencia,Malaga,15.6,express,en camino
1475,2025-05-20,Barcelona,Valencia,,express,en camino
1476,2025-05-08,Zaragoza,Malaga,0.54,express,en reparto
1477,2025-05-25,Barcelona,Bilbao,27.07,estandar,en camino
1478,2025-05-25,Malaga,Bilbao,19.42,estandar,en reparto
1479,2025-05-13,Valencia,Granada,49.22,express,entregado
1480,2025-05-27,Barcelona,Bilbao,-1.94,express,en reparto
1481,2025-05-25,Malaga,Toledo,-4.67,express,en reparto
1482,2025-05-03,Madrid,Zaragoza,30.13,express,entregado
1483,2025-05-14,Barcelona,Valencia,46.71,estandar,en reparto
1484,2025-05-22,Zaragoza,Sevilla,37.05,estandar,en camino
1485,2025-05-12,Toledo,Granada,12.03,express,entregado
1486,2025-05-11,Barcelona,Vigo,33.91,estandar,en reparto
1487,2025-05-12,Toledo,Granada,2.31,estandar,entregado
1488,2025-05-13,Zaragoza,Barcelona,17.94,express,en camino
1489,2025-05-06,Barcelona,Madrid,36.76,estandar,en reparto
1490,2025-05-13,Valencia,Granada,1.54,estandar,entregado
1491,2025-05-26,Vigo,Toledo,40.06,express,en reparto
1492,2025-05-08,Valencia,Madrid,11.38,estandar,en reparto
1493,2025-05-03,Sevilla,Granada,6.75,estandar,en reparto
1494,2025-05-30,Sevilla,Bilbao,10.58,estandar,en reparto
1495,2025-05-16,Barcelona,Granada,7.53,estandar,en reparto
1496,2025-05-18,Madrid,Sevilla,33.59,estandar,entregado
1497,2025-05-05,Granada,Sevilla,4.3,estandar,entregado
1498,2025-05-02,Valencia,Malaga,0.71,express,en camino
1499,2025-05-19,Malaga,Toledo,40.04,estandar,en camino
1500,2025-05-17,Malaga,Valencia,35.62,estandar,en reparto
1501,2025-05-20,Barcelona,Vigo,14.46,express,en reparto
1502,2025-05-10,Valencia,Malaga,-7.32,express,en camino
1503,2025/05/24,Zaragoza,Sevilla,7.88,express,en camino
1504,2025-05-04,Bilbao,Barcelona,-4.66,estandar,entregado
1505,2025-05-17,Valencia,Zaragoza,32.04,estandar,entregado
1506,2025-05-17,Valencia,Madrid,-9.52,estandar,entregado
1507,2025-05-07,Valencia,Bilbao,35.7,express,en camino
1508,2025-05-21,Vigo,Granada,19.74,estandar,en camino
1509,2025-05-02,Toledo,Granada,1.62,express,entregado
1510,2025-05-06,Vigo,Zaragoza,20.93,estandar,entregado
1511,2025-05-09,Valencia,Sevilla,-4.23,estandar,en reparto
1512,2025-05-13,Vigo,Malaga,12.02,estandar,entregado
1513,2025-05-19,Sevilla,Barcelona,30.82,express,entregado
1514,2025-05-22,Barcelona,Toledo,22.1,estandar,en reparto
1515,2025-05-17,Barcelona,Bilbao,37.43,estandar,en reparto
1516,2025-05-21,Barcelona,Toledo,16.86,estandar,en camino
1517,2025-05-25,Bilbao,Sevilla,42.61,express,en camino
1518,2025-05-04,Malaga,Madrid,-7.38,express,en reparto
1519,2025-05-09,Sevilla,Barcelona,2.22,express,en reparto
1520,2025-05-06,Valencia,Zaragoza,48.76,estandar,en camino
1521,2025-05-09,Zaragoza,Vigo,31.94,estandar,en camino
1522,2025-05-02,Barcelona,Valencia,18.35,express,entregado
1523,2025-05-28,Sevilla,Malaga,2.01,estandar,en reparto
1524,2025-05-06,Granada,Vigo,3.61,estandar,entregado
1525,2025-05-28,Sevilla,Malaga,,express,entregado
1526,2025-05-28,Barcelona,Granada,33.62,express,en camino
1527,2025-05-29,Zaragoza,Toledo,22.17,express,entregado
1528,2025-05-16,Barcelona,Madrid,9.41,express,en reparto
1529,,Vigo,Bilbao,12.58,express,entregado
1530,2025-05-24,Toledo,Malaga,14.49,express,en camino
1531,2025-05-06,Granada,Zaragoza,24.12,estandar,en reparto
1532,2025-05-14,Sevilla,Madrid,-1.5,express,en camino
1533,2025-05-10,Valencia,Bilbao,-6.06,estandar,en reparto
1534,2025-05-11,Sevilla,Vigo,11.12,estandar,en reparto
1535,2025-05-28,Vigo,Malaga,-8.77,estandar,entregado
1536,2025-05-20,Sevilla,Barcelona,11.97,express,en camino
1537,2025-05-20,Madrid,Sevilla,-1.85,express,en reparto
1538,2025-05-18,Malaga,Bilbao,36.11,estandar,en camino
1539,2025-05-07,Granada,Vigo,,estandar,en camino
1540,2025-05-02,Madrid,Bilbao,40.65,estandar,entregado
1541,2025-05-01,Granada,Barcelona,1.49,estandar,en camino
1542,2025-05-20,Zaragoza,Barcelona,-0.65,estandar,en reparto
1543,2025-05-15,Zaragoza,Malaga,22.97,express,en reparto
1544,2025-05-07,Vigo,Valencia,30.4,express,entregado
1545,2025-05-11,Valencia,Bilbao,8.53,express,en reparto
1546,,Malaga,Madrid,46.66,estandar,en camino
1547,2025-05-29,Granada,Toledo,27.45,estandar,en camino
1548,2025-05-27,Bilbao,Granada,36.87,express,en camino
1549,2025-05-11,Malaga,Granada,42.54,express,en reparto
1550,2025-05-02,Barcelona,Valencia,-7.39,express,entregado
1551,2025-05-04,Vigo,Madrid,21.98,estandar,entregado
1552,2025-05-13,Sevilla,Zaragoza,7.59,express,en reparto
1553,2025-05-25,Vigo,Zaragoza,16.41,estandar,entregado
1554,2025-05-10,Bilbao,Madrid,4.82,estandar,en camino
1555,2025-05-07,Bilbao,Valencia,0.79,estandar,en reparto
1556,2025-05-15,Vigo,Valencia,32.3,express,en reparto
1557,2025-05-06,Granada,Madrid,19.12,express,en camino
1558,2025-05-24,Bilbao,Vigo,21.07,express,entregado
1559,2025-05-18,Madrid,Barcelona,25.09,express,entregado
1560,2025-05-10,Vigo,Valencia,5.47,express,en camino
1561,2025-05-11,Madrid,Toledo,15.41,estandar,en reparto
1562,2025-05-31,Valencia,Madrid,43.91,estandar,en reparto
1563,2025-05-04,Madrid,Valencia,7.5,express,entregado
1564,2025-05-05,Vigo,Barcelona,3.08,express,en reparto
1565,2025-05-28,Barcelona,Madrid,-5.16,estandar,en camino
1566,2025-05-10,Vigo,Barcelona,10.25,estandar,en camino
1567,2025-05-14,Toledo,Sevilla,12.34,estandar,en camino
1568,2025-05-26,Sevilla,Bilbao,4.98,express,entregado
1569,2025-05-06,Toledo,Granada,-5.63,estandar,en reparto
1570,2025-05-30,Vigo,Granada,15.04,express,entregado
1571,2025-05-17,Sevilla,Barcelona,32.44,express,entregado
1572,2025-05-14,Madrid,Malaga,-2.51,express,entregado
1573,2025-05-22,Barcelona,Malaga,43.24,express,entregado
1574,2025-05-04,Valencia,Granada,18.04,estandar,en camino
1575,2025-05-02,Toledo,Sevilla,11.56,estandar,en camino
1576,2025-05-18,Madrid,Barcelona,6.73,express,en camino
1577,2025-05-19,Zaragoza,Granada,14.73,express,en camino
1578,2025/05/03,Valencia,Zaragoza,-6.66,estandar,en camino
1579,2025-05-20,Granada,Valencia,39.04,estandar,en reparto
1580,2025-05-25,Valencia,Sevilla,37.49,express,en reparto
1581,2025-05-28,Bilbao,Malaga,45.74,express,entregado
1582,2025-05-14,Sevilla,Granada,2.56,estandar,en reparto
1583,2025-05-20,Madrid,Valencia,14.66,express,entregado
1584,2025-05-28,Valencia,Vigo,26.8,express,entregado
1585,2025-05-13,Malaga,Vigo,28.71,estandar,en reparto
1586,2025-05-28,Malaga,Sevilla,17.98,express,en camino
1587,2025-05-20,Toledo,Granada,33.13,express,en camino
1588,2025-05-01,Toledo,Sevilla,27.01,estandar,en reparto
1589,2025-05-19,Bilbao,Sevilla,36.62,estandar,en reparto
1590,2025-05-02,Malaga,Sevilla,7.87,estandar,en reparto
1591,2025-05-27,Barcelona,Malaga,3.65,estandar,entregado
1592,2025-05-29,Valencia,Granada,19.18,express,entregado
1593,2025-05-02,Malaga,Bilbao,14.8,express,entregado
1594,2025-05-22,Bilbao,Zaragoza,-8.47,express,en camino
1595,2025-05-12,Granada,Barcelona,30.26,estandar,en reparto
1596,2025-05-17,Zaragoza,Sevilla,46.96,express,en reparto
1597,2025-05-01,Valencia,Bilbao,34.88,express,en reparto
1598,2025-05-17,Granada,Malaga,5.9,express,en reparto
1599,2025-05-09,Zaragoza,Sevilla,27.24,estandar,en reparto
1600,2025-05-17,Malaga,Vigo,29.7,express,entregado
1601,2025-05-02,Madrid,Bilbao,-5.86,express,en reparto
1602,2025-05-13,Malaga,Sevilla,34.92,express,en camino
1603,2025-05-21,Vigo,Bilbao,15.65,estandar,en camino
1604,2025-05-01,Malaga,Granada,29.83,express,en camino
1605,2025-05-14,Vigo,Toledo,-0.5,express,en camino
1606,2025-05-16,Toledo,Granada,41.33,estandar,en camino
1607,2025-05-17,Madrid,Granada,-1.33,express,entregado
1608,2025-05-26,Malaga,Zaragoza,11.07,estandar,en reparto
1609,2025-05-14,Madrid,Zaragoza,36.37,estandar,en camino
1610,2025-05-25,Toledo,Bilbao,32.79,express,en reparto
1611,2025-05-20,Toledo,Vigo,24.8,estandar,en camino
1612,2025-05-13,Vigo,Barcelona,27.83,estandar,entregado
1613,2025-05-04,Barcelona,Toledo,-8.79,estandar,en camino
1614,2025-05-20,Madrid,Bilbao,42.79,express,en reparto
1615,2025/05/27,Valencia,Malaga,11.73,express,en reparto
1616,2025-05-18,Barcelona,Madrid,6.29,express,en camino
1617,2025-05-02,Vigo,Valencia,32.32,estandar,en camino
1618,2025-05-09,Valencia,Vigo,-3.78,estandar,entregado
1619,2025-05-09,Barcelona,Malaga,43.78,express,en camino
1620,2025-05-26,Granada,Madrid,14.65,express,entregado
1621,2025-05-08,Valencia,Toledo,18.66,estandar,en camino
1622,2025-05-12,Sevilla,Madrid,-0.04,estandar,en reparto
1623,2025-05-29,Granada,Toledo,24.04,express,en reparto
1624,2025-05-04,Malaga,Zaragoza,39.77,express,entregado
1625,2025-05-04,Vigo,Valencia,42.97,express,en camino
1626,2025-05-14,Zaragoza,Madrid,35.03,express,en reparto
1627,2025-05-22,Vigo,Toledo,4.56,estandar,entregado
1628,2025-05-06,Sevilla,Madrid,39.06,estandar,en camino
1629,2025-05-03,Valencia,Bilbao,45.97,estandar,entregado
1630,,Zaragoza,Sevilla,1.64,express,entregado
1631,2025-05-20,Sevilla,Madrid,2.89,express,en reparto
1632,2025-05-05,Valencia,Zaragoza,13.62,express,entregado
1633,2025-05-20,Barcelona,Toledo,29.98,estandar,en camino
1634,2025-05-26,Sevilla,Madrid,-7.3,express,en reparto
1635,2025-05-08,Bilbao,Zaragoza,43.45,estandar,entregado
1636,2025-05-06,Malaga,Bilbao,28.81,estandar,entregado
1637,2025-05-24,Barcelona,Valencia,5.61,estandar,entregado
1638,2025-05-01,Zaragoza,Valencia,31.32,estandar,en camino
1639,2025-05-15,Zaragoza,Valencia,1.15,express,entregado
1640,2025-05-12,Madrid,Granada,30.57,estandar,en camino
1641,2025-05-01,Sevilla,Barcelona,13.81,express,en reparto
1642,2025-05-09,Barcelona,Toledo,-5.2,estandar,en camino
1643,2025-05-02,Bilbao,Malaga,44.11,express,en reparto
1644,2025-05-27,Malaga,Toledo,3.08,estandar,entregado
1645,2025-05-14,Malaga,Vigo,,estandar,en reparto
1646,2025-05-11,Sevilla,Granada,16.14,estandar,en camino
1647,2025-05-16,Valencia,Granada,36.02,express,en camino
1648,2025-05-13,Malaga,Valencia,25.57,estandar,entregado
1649,2025-05-02,Granada,Madrid,44.91,estandar,en camino
1650,2025-05-25,Malaga,Barcelona,46.04,estandar,entregado
1651,2025-05-01,Malaga,Toledo,46.4,express,en camino
1652,2025-05-24,Malaga,Madrid,48.48,express,entregado
1653,2025-05-01,Valencia,Bilbao,5.22,express,en camino
1654,2025-05-28,Barcelona,Bilbao,36.99,estandar,en camino
1655,2025-05-01,Malaga,Valencia,1.18,estandar,en camino
1656,2025-05-03,Zaragoza,Malaga,44.28,estandar,en reparto
1657,2025-05-16,Malaga,Barcelona,-1.31,estandar,en camino
1658,2025-05-25,Vigo,Sevilla,43.36,estandar,entregado
1659,2025-05-11,Bilbao,Malaga,8.0,express,en camino
1660,2025-05-31,Zaragoza,Sevilla,48.84,express,en reparto
1661,,Toledo,Bilbao,29.48,estandar,en reparto
1662,2025-05-29,Madrid,Toledo,17.9,estandar,en reparto
